FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_MCAL_MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_ BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,EXT_ITEM,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_OP_OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_HB,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_CNTY,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,DISP_TRNFR,INTER_TFR,CONTRIBTNS,INC_INVEST,DIST_REV,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CUR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_ REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER-REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PRD_HR_NON,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,PD_HR_NON
106150761,MERCY HOSPITAL - BAKERSFIELD,7/1/2021,6/30/2022,365,In Process,Incl. Ind. Audit Adj.,Kern,9,617,Non-Profit,General,Comparable,,661-632-6523,2215 TRUXTON AVENUE,BAKERSFIELD,93301,BENJAMIN BJ PREDUM,PRESIDENT,WWW.DIGNITYHEALTH.ORG,COMMONSPIRIT HEALTH,ERIC CARINO,DIGNITY HEALTH,,05-0295,,ZZT30295F,229,229,147,10679,6215,4541,12977,0,926,13312,366,11,49027,1927,1320,994,3300,0,200,3615,95,5,11456,229,0,0,0,0,0,49027,0,0,0,0,0,11456,0,0,0,0,0,58.7,58.7,4.3,4.3,0,0,0,25127,21104,8318,57447,0,2906,36831,3684,197,155614,77058,28863,12639,39447,3508,12,238860,337215,2747,3828,1711,741,1526719290,1207859317,44813283,363673256,4126759,379507323,-11707308,396963,36614,0,0,-11346959,257065430,306451791,963202069,195884245,118158856,77299150,245606863,0,16633210,225204064,6976152,345672,886108212,90442608,76847421,36607629,247625752,71770,12470653,158808761,15957900,1778584,640611078,238808497,170223826,94080418,407801451,0,71770,24191184,216283874,11916784,0,28159730,0,16321783,23961499,0,0,20851784,44468654,46987553,14167468,75846027,0,5415059,174781756,1843353,163386,0,-3157694,0,-5586626,0,0,76447258,44102528,98275625,19052574,0,0,0,53297822,16022264,59730975,12578277,108347780,58743641,22611187,35843238,42822213,71978131,16600795,1192927,2471401,489635,18406375,145119208,154393869,100737645,44880979,32869641,0,478001342,58756565,251421,26074979,392918377,478001342,62745106,211272711,-167786846,74905931,45806762,147157843,46420198,0,1374963,26762388,28137351,2062372,0,3333799,1170,425,2316224,298238,2614462,316,0,212911,563241,626513,22936,109274,271129,198243,131903,125264,54810,647873,336221,543723,0,398835,145434,244138,0,727382,375243,617807,0,449630,167724,276676,0
106344029,MERCY HOSPITAL - FOLSOM,7/1/2021,6/30/2022,365,In Process,Excl. Ind. Audit Adj.,Sacramento,2,309,Non-Profit,General,Comparable,,916-938-7400,1650 CREEKSIDE DRIVE,FOLSOM,95630,LISA HAUSMANN,PRESIDENT,WWW.MERCYFOLSOM.ORG,COMMONSPIRIT HEALTH,ISELDA CORDERO,COMMONSPIRIT HEALTH,,05-0414,,,106,106,82,9291,5068,1502,4083,0,838,6182,248,3,27215,2218,1177,364,1051,0,206,1933,65,2,7016,106,0,0,0,0,0,27215,0,0,0,0,0,7016,0,0,0,0,0,70.3,70.3,3.9,3.9,0,0,0,8804,5083,2777,14168,0,1929,17438,1420,16,51635,48241,0,0,6038,2247,5,168540,182730,1679,1845,492,198,1144469476,895233341,26331268,275567403,1972235,227145303,50394335,-14850543,135930,0,0,35407862,233013474,233172405,678283597,216292465,113288373,34252198,96558114,0,20309614,148374432,5928814,73866,635077876,102305195,58416713,22548187,114922084,0,20154673,179455712,10866859,722177,509391600,271094299,151204184,47639215,178049912,0,0,34870253,175807421,9313986,0,16560763,0,10693308,2358606,0,0,23972662,43333978,20738899,6454232,29844738,0,5902827,168884777,369918,38034,0,0,77331,-18887233,0,0,44818759,25037405,55182944,11784930,0,0,0,28888050,8458423,46005524,6969268,78496634,42587443,11270528,6762488,26855110,42450383,8382446,756114,1032883,891319,7659955,99373789,482896404,109962087,4341843,10763810,0,707337933,28964803,32527,15039371,663301232,707337933,48035540,186625536,-148309320,66621171,22595208,131003488,21041401,0,0,16766769,16766769,1727398,0,2141371,650,230,1199562,168500,1368062,534,0,112928,278228,390414,0,77044,134664,118177,72403,10737,4967,377803,152767,276525,0,223461,54828,114178,0,433619,174785,314302,0,253772,63767,127817,0
106240942,MERCY MEDICAL CENTER - MERCED,7/1/2021,6/30/2022,365,In Process,Incl. Ind. Audit Adj.,Merced,6,515,Non-Profit,General,Comparable,,209-564-5000,333 MERCY AVENUE,MERCED,95340,CHUCK KASSIS,PRESIDENT,WWW.MERCYMERCEDCARES.ORG,DIGNITY HEALTH,ERIC CARINO,DIGNITY HEALTH,,05-0444,1518018191,,186,186,146,18073,4588,3040,15470,0,1048,5664,493,0,48376,3439,832,725,4280,0,203,1695,151,0,11325,186,0,0,0,0,0,48376,0,0,0,0,0,11325,0,0,0,0,0,71.3,71.3,4.3,4.3,0,0,0,36509,5503,11735,70178,0,2835,20468,4854,113,152195,66002,32634,10971,46270,0,7,240510,230265,2910,2924,1540,771,1789691533,1429171529,0,360520004,6695826,349686269,17529561,5809392,2485636,0,0,20853317,443445982,384607543,961638008,378573489,90718512,64430182,328334073,0,19575157,128786242,12506073,0,1022923728,201718767,37885025,32353984,315465153,0,18594329,134083738,25504978,1161831,766767805,488243305,111501452,83637300,537050015,-7221497,0,31146590,116382128,12738988,0,48477622,0,7215626,0,0,0,0,86339654,15751721,10736894,104052940,0,7158086,141725480,-5961193,716422,0,-2724091,0,-84620,0,0,80158428,31393194,92806719,0,0,252471,5256106,44814102,12831745,64294342,17879162,97575697,55301036,25619463,31811701,46667987,51518045,16998637,2293259,1513774,4825773,15560897,121637084,62077881,237098318,2664105,45257403,0,468734791,106730750,311585,68009996,293682460,468734791,35517092,260234009,-215231328,228386787,43479835,285570576,48472258,0,0,80518286,80518286,12508290,0,3064134,1080,412,2159582,297144,2456726,228,24,185760,400582,540047,40440,148480,212200,202285,219446,128493,81849,663858,299034,481837,49287,362030,110173,193363,0,753908,334473,551086,55679,412221,128930,220429,0
106470871,MERCY MEDICAL CENTER - MT. SHASTA,7/1/2021,6/30/2022,365,In Process,Incl. Ind. Audit Adj.,Siskiyou,1,205,Non-Profit,General,Comparable,Rural,530-926-6111,914 PINE STREET,MT. SHASTA,96067,RODGER PAGE,PRESIDENT,WWW.MERCY.ORG,COMMONSPIRIT HEALTH,ISELDA CORDERO,COMMONSPIRIT HEALTH,3,05-1319,,HSP30419I,20,20,9,1737,96,57,599,0,117,338,19,6,2969,446,23,22,198,0,35,120,9,2,855,20,0,0,0,0,0,2969,0,0,0,0,0,855,0,0,0,0,0,40.7,40.7,3.5,3.5,0,0,0,25205,10101,2379,19677,0,3132,17150,1438,39,79121,10710,25849,0,36533,0,2,32805,107655,238,1753,85,23,156448605,87685725,335198,69098078,2945991,68955665,3088404,542810,149457,0,0,3481757,12959041,44904780,98584784,23078349,1104326,905361,7634650,0,2607775,5506212,315837,20849,41173359,49959405,4100777,3029293,26180812,0,6622810,23361463,1954092,66594,115275246,45197683,1057090,2550470,23814407,-36655,0,3783977,2699869,3114244,0,2981208,0,2523432,0,335198,0,0,24588803,4098884,1005081,9397260,0,5098641,24839252,50854,19303,0,590813,98405,-892681,0,0,7186281,11608680,19943195,0,0,0,0,10858201,2622526,13575243,3161539,23844132,13725967,2602651,4988714,7049574,10243184,3785128,192301,367599,301697,1854718,24170177,23383352,27340425,106749,4451789,0,79452492,9505315,0,5268324,64678853,79452492,3728680,29622142,-17967069,23909582,10790746,38244191,10903766,0,0,5572266,5572266,303942,4424502,0,234,44,440528,64774,505302,43,0,57716,123445,75154,138,3953,83770,35775,41507,11883,7187,56472,105771,120740,0,79300,38223,40022,0,66713,120106,138199,0,89967,45037,45280,0
106450949,MERCY MEDICAL CENTER - REDDING,7/1/2021,6/30/2022,365,In Process,Incl. Ind. Audit Adj.,Shasta,1,209,Non-Profit,General,Comparable,,530-225-6000,2175 ROSALINE AVE,REDDING,96001,TODD SMITH,PRESIDENT,WWW.COMMONSPIRIT.ORG,COMMONSPIRIT HEALTH,ISELDA CORDERO,COMMONSPIRIT HEALTH,2,05-0280,,ZZR00280G,266,266,207,29342,5311,3266,15807,0,4135,10199,613,9,68682,5197,745,501,3194,0,750,2283,149,3,12822,266,0,0,0,0,0,68682,0,0,0,0,0,12822,0,0,0,0,0,70.7,70.7,5.4,5.4,0,0,0,84811,7521,4593,46138,0,9197,36362,2653,548,191823,54074,33448,13525,70148,0,6,386610,532545,3088,4743,1157,556,2360929254,1812762646,292467,548459075,11989369,543435461,17012983,-28145444,212655,0,0,-11345116,416086497,461866512,1482976245,577667962,94463449,57381071,287611558,0,81935677,203252982,15555091,172669,1318040459,420276210,51052657,23518387,246266710,0,62286693,223068818,14263893,2155427,1042888795,824001603,125723439,64623865,420237623,0,0,114325755,185705563,16979648,0,38620237,0,22544913,0,292467,0,0,166739789,19232042,8782456,103530024,0,27297123,222385617,0,492024,0,-12470856,571531,-38592653,0,0,120187017,70214469,175209504,0,0,91219,4880060,63069841,15714168,80044421,14024762,163526748,93923427,35367796,37632007,101965578,67859715,16673495,1644998,2221119,1044254,21576324,194466102,992997895,123510560,5823726,20835230,0,1337633513,137780647,143501,18933899,1180775466,1337633513,52449337,359649893,-275032804,94429836,52098037,164390743,40880183,0,1228661,20225801,21454462,2520563,11433319,0,1534,594,2841517,411806,3253323,356,18,245785,606991,973677,20635,187117,285022,212807,246933,53714,8836,936492,465354,657536,57615,425356,85035,214129,0,1068737,529293,761614,63727,481170,97072,251710,0
106340950,MERCY SAN JUAN MEDICAL CENTER,7/1/2021,6/30/2022,365,In Process,Incl. Ind. Audit Adj.,Sacramento,2,309,Non-Profit,General,Comparable,,916-537-5000,6501 COYLE AVENUE,CARMICHAEL,95608,MICHAEL KORPIEL,PRESIDENT,WWW.MERCYSANJUAN.ORG,COMMONSPIRIT HEALTH,ISELDA CORDERO,COMMONSPIRIT HEALTH,2,05-0516,,,377,377,293,24053,19790,11469,23947,0,2961,14741,987,18,97966,4796,3979,1687,5391,0,569,3287,266,2,19977,377,0,0,0,0,0,97966,0,0,0,0,0,19977,0,0,0,0,0,71.2,71.2,4.9,4.9,0,0,0,34321,26747,10523,36105,0,2740,28350,7046,168,146000,71212,1823,29363,23801,5834,16,564120,440265,4210,5518,1159,546,3386738034,2764242154,85093474,707589354,12499605,737496614,-17407655,10743112,1040084,0,0,-7704627,933889490,442308534,2010540010,604375457,443592530,246483191,545689113,0,82570043,391584673,28887268,363004,2343545279,221879790,150429542,48663326,273616810,0,22901320,294273516,28973800,2454651,1043192755,687044780,500650500,237414288,653746315,-14268535,0,87651240,462040773,24308866,0,64594314,0,61059613,9719156,0,0,75374318,125577419,93950975,44587791,149758815,0,16890427,275252635,1314925,256367,0,-36526849,211930,-3038527,0,0,196195399,70482961,181808100,35449828,0,4150,384871,84545757,19601876,126305286,22718386,250705238,141494906,34543475,19647765,93582172,134358528,22572203,2550625,2551574,4276080,31214048,214354327,52134437,227532994,13831430,16098893,0,523952081,142477165,281682,70784067,310409167,523952081,39879594,628418782,-531996820,208921872,47105041,282012713,54479719,0,0,78956056,78956056,8171989,7857968,0,2040,803,3728826,562260,4291086,725,2,314804,858841,1424981,5628,214268,314340,328199,220254,24505,23006,1396551,520140,844744,8147,626419,106908,225917,0,1609281,602751,979199,8157,713895,124651,253152,0
106013687,MERRITT PERALTA INSTITUTE CDRH,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Alameda,5,417,Non-Profit,Specialty,Comparable,,510-869-8802,"3012 SUMMIT STREET, 5TH FLOOR",OAKLAND,94609,DR. GERALD KOZAI,CEO,WWW.ALTABATES.COM,SUTTER HEALTH,CHRISTINE HODGES,SUTTER HEALTH,,05-0043,HSC00043F,ZZR00043G,24,24,11,57,0,0,25,0,426,3162,27,105,3802,5,0,0,1,0,35,312,1,11,365,0,0,24,0,0,0,0,0,3802,0,0,0,0,0,365,0,0,0,43.4,43.4,10.4,10.4,0,0,0,15,0,0,4,0,21,2304,0,4,2348,10,0,0,0,0,0,0,0,0,0,0,0,14790580,3606783,0,11183797,58,5497131,5686724,0,0,0,0,5686724,9524170,2424781,2841629,44282,0,0,61418,0,1380921,10322958,55755,412031,12277365,16044,0,0,4278,0,9626,2477919,0,5348,2513215,46531,0,0,54153,0,0,533073,2656487,81756,0,65247,0,169536,0,0,0,0,13795,0,0,11543,0,842251,10069960,0,246248,0,0,0,0,0,0,3040781,368217,579572,0,0,543,0,526814,126145,576032,279027,2470552,780293,396234,5477,557263,1007963,217759,0,14769,33385,13436,1080613,0,0,0,6329,0,1086942,1048628,0,38314,0,1086942,0,1968338,-1481294,11918,61524,73442,73442,0,0,0,38314,0,6329,3336,20,9,35495,6494,41989,7,0,3245,11504,13166,4144,694,2730,0,0,12,0,31637,3858,0,0,0,0,0,0,37348,4641,0,0,0,0,0,0
106340951,METHODIST HOSPITAL - SACRAMENTO,7/1/2021,6/30/2022,365,In Process,Incl. Ind. Audit Adj.,Sacramento,2,311,Non-Profit,General,Comparable,,916-423-3000,7500 HOSPITAL DRIVE,SACRAMENTO,95823,PHYLLIS BALTZ,PRESIDENT,WWW.METHODISTSACRAMENTO.ORG,DIGNITY HEALTH,ISELDA CORDERO,COMMONSPIRIT HEALTH,,05-0590,HSC00590G,ZZR00590G,329,329,260,11076,9101,46080,13794,0,794,4930,708,109,86592,1757,1458,1158,3047,0,122,1208,67,8,8825,158,0,0,0,171,0,32581,0,0,0,54011,0,8114,0,0,0,711,0,72.1,72.1,9.8,4,0,0,0,8592,8631,4649,33751,0,1825,13671,2083,50,73252,54378,14066,0,4631,1592,15,113295,270795,1558,5395,811,379,1374655809,1105747221,24050836,292959424,3510683,334461136,-37991029,7162285,1070271,0,0,-31899015,377163366,251985515,745506928,177741125,129809369,150882104,246334126,0,15707176,96378644,5353959,337164,822543667,85384977,59852673,29759435,240112290,0,20166040,103932829,12376248,527650,552112142,216295306,161156335,138086700,401200119,-7411468,0,29012135,127377264,7139956,0,23114609,0,9776265,2149375,0,0,21901461,43644921,28482891,41111838,83169415,0,6457241,89965184,127934,0,0,-14086585,264773,-252135,0,0,84322672,26739492,71281917,10739492,0,0,911097,52694692,9462742,58656175,19652857,114776859,62415870,14643377,10848401,34293928,58463451,11631926,1136817,1678687,10722389,13849431,79326783,0,97279865,2839601,7304195,0,186750444,75174162,71189,221305636,-109800543,186750444,0,252154692,-208958299,68152535,26737912,123891479,26611614,0,0,3943396,221943396,637760,0,220426720,1056,409,1952870,267569,2220439,214,14,158085,397963,550554,27859,257135,157409,240449,139018,16170,8228,742545,199493,342304,64052,411540,73396,119540,0,841441,221368,395293,72530,470560,85858,133389,0
106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,1/1/2021,12/31/2021,365,Audited,Excl. Ind. Audit Adj.,Los Angeles,11,913,Non-Profit,General,Comparable,,626-445-4441,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,DAN F. AUSMAN,CEO,WWW.METHODISTHOSPITAL.ORG,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,JACLYN BRIGGS,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,,05-0238,HSC30238F,ZZT30238F,324,324,197,30179,12704,3154,5888,0,574,11592,87,1031,65209,4444,2642,548,1190,0,141,3053,16,187,12221,294,0,0,30,0,0,57268,0,0,7941,0,0,11538,0,0,683,0,0,55.1,55.1,5.3,5.3,24,2191,1079,14201,12816,2527,12130,0,1120,22393,242,2335,67764,41221,6864,0,26372,0,12,373887,175316,5386,2413,778,379,1589600349,1324456957,0,265143392,2979099,286192567,-18070076,31421206,5500000,0,0,7851130,449294146,121144051,1019162152,482932294,266787015,62114885,115170224,0,7286384,235538348,1315712,12711629,1183856491,91317189,82056844,17734165,71883737,0,6377768,122012922,1350142,13011091,405743858,491079739,293960060,59091056,163174379,0,0,11577018,261577157,2333959,0,2948207,0,38715382,0,0,0,0,83041169,54797882,20756206,23878326,0,2082851,79000614,-3,1586347,0,0,6493054,23922677,0,0,67489481,15220621,79830558,0,0,0,0,42570941,7585146,53467833,20027987,108666599,19900409,7794662,26165357,52431892,20796698,13359747,6101552,828265,11495479,18651907,377619176,0,207149945,13771594,20210619,0,618751334,103655650,4129068,257813627,253152989,618751334,35115616,120023608,-77176816,226859623,218948473,465752661,258602716,0,0,256847964,263388627,5575000,123995,123995,1137,521,2518922,265644,2784566,615,0,201738,522804,730661,10069,233272,301207,0,98580,109642,310949,864059,143064,527427,0,498188,139501,346683,0,963603,163228,593879,0,518538,157554,387764,0
106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,1/1/2022,6/30/2022,181,In Process,Excl. Ind. Audit Adj.,Los Angeles,11,913,Non-Profit,General,Comparable,,626-445-4441,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,IKENNA MMEJE,CEO,WWW.USCARCADIAHOSPITAL.ORG,USC ARCADIA HOSPITAL,JACLYN BRIGGS,USC ARCADIA HOSPITAL,,05-0238,HSC30238F,ZZT30238F,324,324,241,13920,7129,1560,2590,0,225,5453,31,367,31275,2047,1372,221,527,0,64,1426,7,85,5749,294,0,0,30,0,0,27760,0,0,3515,0,0,5461,0,0,288,0,0,53.3,53.3,5.4,5.4,24,1094,519,7439,7149,1285,7012,0,527,12216,192,814,36634,22686,3215,0,13501,0,12,186041,105807,2593,1457,355,194,779782581,599655886,0,180126695,2391202,199852647,-17334750,-43625804,0,0,0,-60960554,210015692,63221629,506545260,224740098,145547231,29201578,45014455,0,3271930,111462219,901152,3821264,563959927,48893072,45283388,8324044,38589698,0,2814438,66485829,1036599,4395586,215822654,198640364,152135641,18732714,40298157,0,0,1953564,118718007,413995,0,1945733,0,66817711,0,0,0,0,74967340,38675441,266389,2030903,0,4132012,58986576,627,1067407,0,0,-2827716,-40798088,0,0,35612996,8473583,41871996,0,0,0,0,21744594,4444467,77530658,10174353,55357307,10196730,3952611,16179712,26286433,10548709,6512312,2677578,272017,5626420,62242818,281781379,0,217153187,3867430,35215470,0,538017466,88570822,3005694,252812221,193628729,538017466,12181670,134421412,-87344978,237062695,224860093,482268215,265115028,0,0,252067875,258617221,5805000,980543,122198,563,251,1247919,138628,1386547,577,0,86318,285201,346376,5287,117079,142489,0,49786,57769,157614,408092,75397,266017,0,254915,72046,171452,0,459128,87605,303635,0,263902,82436,189841,0
106190958,METROPOLITAN STATE HOSPITAL,7/1/2021,6/30/2022,365,Audited,Excl. Ind. Audit Adj.,Los Angeles,11,921,State,Specialty,State,,562-863-7011,11401 S. BLOOMFIELD AVENUE,NORWALK,90650,DR. MICHAEL BARSOM,EXECUTIVE DIRECTOR,,STATE OF CALIFORNIA,RENU SINGH,DEPARTMENT OF STATE HOSPITALS,,05-4133,,,1106,1204,758,45495,0,0,0,0,152500,0,0,53958,251953,88,0,0,0,0,602,0,0,133,823,0,1004,0,0,102,0,0,226126,0,0,25827,0,0,739,0,0,84,0,62.4,57.3,306.1,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303888310,9529,0,303878781,0,303888310,-9529,9529,0,0,0,0,253571656,0,50316654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,0,0,0,0,0,8634,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106410852,MILLS-PENINSULA MEDICAL CENTER,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,San Mateo,4,427,Non-Profit,General,Comparable,,650-696-5400,1501 TROUSDALE DRIVE,BURLINGAME,94010,JANET WAGNER,CEO,MILLS-PENINSULA.ORG,SUTTER BAY HOSPITALS,RYAN BOUDREAU,SUTTER HEALTH,,05-0007,HSC30007G,HSP30007G,301,301,158,17858,12258,6139,3686,0,1371,13954,412,288,55966,3576,2313,741,808,0,264,3601,98,94,11495,242,59,0,0,0,0,45340,10626,0,0,0,0,10166,1329,0,0,0,0,50.9,50.9,4.9,4.9,44,0,0,13401,8418,1461,12405,0,2326,28107,1079,1718,68915,43435,5074,0,16202,7878,20,400820,579576,2570,7847,1065,423,1945077178,1338761496,83594746,689910428,6989006,645165346,51734088,49106346,14115807,0,0,86724627,368887324,224248205,1351941649,353744406,227901142,63874971,70728388,0,28752641,243478295,6204687,3708638,998393168,263876107,156197082,9829052,76487290,0,25025107,402492630,5941447,6835295,946684010,501093368,337412761,47888303,125440068,0,0,32926899,266619452,5960779,0,14119569,0,7300297,35969113,0,0,47625633,115779015,82598300,24973648,21187510,0,19825896,424287991,0,1258068,0,-76674992,2738496,35604384,0,0,108168923,35651221,191081871,38883198,23957562,1246351,798177,89718421,21832128,86298844,47528650,179760449,82962294,21612838,30086745,82638901,159950856,42802514,6477426,2597810,9019662,27255851,110805361,0,434201341,2452750,8278677,37972075,593710204,93604662,353390,338287620,161464532,593710204,310893,267133717,-195804442,789223241,202372514,1041248412,607047071,0,0,299252591,338287620,0,472310,359263,1472,552,2832056,452214,3284270,772,0,153774,792235,786363,9570,191013,295338,372880,8861,161268,60754,858950,202018,904607,12435,606871,79577,167598,0,1008010,236500,1061870,13226,685546,92770,186348,0
106190524,MISSION COMMUNITY HOSPITAL - PANORAMA,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,905,Investor,General,Comparable,,818-787-2222,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,JAMES THEIRING,CEO,WWW.MCHONLINE.ORG,"DEANCO HEALTHCARE, LLC",HISOON KWON,"HEALTHQUEST CONSULTING, INC.",,05-0704,HSC30704F,,145,145,133,11977,5261,16261,7344,0,1763,1373,293,1501,45773,1545,766,2051,1187,0,483,251,134,421,6838,85,60,0,0,0,0,26321,19452,0,0,0,0,4351,2487,0,0,0,0,86.5,86.5,6.7,6.7,0,0,0,37466,3856,3746,8643,0,2485,3621,495,2188,62500,31748,0,0,3873,0,4,201831,55361,1717,364,0,0,682742467,525767921,0,156974546,3784561,174078466,-13319359,34752,14943,0,0,-13299550,258202014,64381153,360159300,166665995,85275066,84026603,126235385,0,73592349,21976535,1956088,9998487,569726508,27607916,10752292,12307752,32761023,0,13207397,8277639,1494626,6607314,113015959,163623736,81132399,67785276,114022126,-6895426,0,60043959,20474571,15896133,0,9081748,0,603399,0,0,0,0,30650175,14894959,29908800,44878953,0,26755787,9779603,0,106269,0,0,0,34752,0,0,44041263,12304355,36050911,0,0,0,0,23923605,4279832,48694295,4784205,56498603,14291239,4257417,21449984,22904417,18002948,1827504,6724534,1944124,73726,26103970,88108876,0,10876374,0,0,0,98985250,116585773,0,2171476,-19771999,98985250,20338320,235045394,-211164429,5586485,13103877,19791310,8914936,0,136316,0,2249273,77797,4354153,2112957,736,355,1455571,201640,1657211,183,0,113589,322025,364530,59948,214964,145452,52950,56783,99073,26257,697888,145640,219966,0,174372,71902,145803,0,769418,162694,275842,0,204903,80659,163695,0
