FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,COUNTY,TYPE_CNTRL,TYPE_CARE,ADDRESS,CITY,ZIP_CODE,OWNER,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,TOT_ASST
106434220,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SAN JOSE,1/1/2021,12/31/2021,365,Santa Clara,Investor,Psychiatric,"1425 FRUITDALE AVE, SUITE A",SAN JOSE,95128,"CRESTWOOD BEHAVIORAL HEALTH, INC.",0,193,0,0,0,0,0,0,0,0,5305472,0,0,0,0,7586724
106484062,CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,1/1/2021,12/31/2021,365,Solano,Investor,Psychiatric,2201 TUOLUMNE ST,VALLEJO,94589,"CRESTWOOD BEHAVIORAL HEALTH, INC.",0,493,0,0,0,0,0,0,0,0,4626307,0,0,0,0,4750234
106390846,DAMERON HOSPITAL ASSOCIATION,1/1/2021,12/31/2021,365,San Joaquin,Non-Profit,General,525 WEST ACACIA STREET,STOCKTON,95203,DAMERON HOSPITAL ASSOCIATION,3207,0,0,0,0,0,32855775,21155318,13087196,36690208,0,4103711,30223662,1,587836,96777305
106190232,DEL AMO HOSPITAL,1/1/2021,12/31/2021,365,Los Angeles,Investor,Psychiatric,23700 CAMINO DEL SOL,TORRANCE,90505,"UHS OF DELAWARE, INC.",0,6722,0,0,0,0,8545261,6450522,8274019,0,5226315,7204034,13828096,0,48677,170623399
106331164,DESERT REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,365,Riverside,Investor,General,1150 N INDIAN CANYON DRIVE,PALM SPRINGS,92263,TENET HEALTHCARE CORPORATION,16045,0,0,190,386,0,92941558,91558771,83082590,120646033,177326,26884593,234902157,131492,1318067,867717476
106364144,DESERT VALLEY HOSPITAL,1/1/2021,12/31/2021,365,San Bernardino,Investor,General,16850 BEAR VALLEY ROAD,VICTORVILLE,92395,DR. PREM N. REDDY,8697,0,0,0,0,0,28001367,35291575,18355918,50154134,0,20948882,36998104,0,10483,322283731
106190681,DOCS SURGICAL HOSPITAL,1/1/2021,12/31/2021,365,Los Angeles,Investor,Specialty,6000 SAN VICENTE BLVD,LOS ANGELES,90036-4404,DOCS SURGICAL HOSPITAL,743,0,0,0,0,0,5815361,0,0,0,0,14144115,0,0,554906,18492183
106392287,DOCTORS HOSPITAL OF MANTECA,1/1/2021,12/31/2021,365,San Joaquin,Investor,General,1205 EAST NORTH STREET,MANTECA,95336,"TENET HEALTH SYSTEM MEDICAL, INC.",3433,0,0,0,0,0,20153446,13309546,4832302,25192493,0,5136349,52864475,0,0,137363801
106331293,DOCTORS HOSPITAL OF RIVERSIDE,7/1/2021,6/30/2022,365,Riverside,Non-Profit,General,3865 JACKSON STREET,RIVERSIDE,92503,PARKVIEW COMMUNITY HOSPITAL,6265,0,0,0,0,0,23997272,40026508,16610366,34922869,0,1276758,19828919,-1,7548230,117352000
106500852,DOCTORS MEDICAL CENTER - MODESTO,1/1/2021,12/31/2021,365,Stanislaus,Investor,General,1441 FLORIDA AVE,MODESTO,95350,TENET HEALTHCARE CORPORATION,20014,2856,0,0,0,0,116877813,78355499,97184833,196939600,419768,18533423,248072306,0,707955,857069604
106440755,DOMINICAN HOSPITAL,7/1/2021,6/30/2022,365,Santa Cruz,Non-Profit,General,1555 SOQUEL DRIVE,SANTA CRUZ,95065,DIGNITY HEALTH,8994,0,0,655,0,0,139892375,25831771,6710004,64086303,0,9842210,205225943,12707852,1378539,1008765560
106190256,EAST LOS ANGELES DOCTOR'S HOSPITAL,1/1/2021,12/31/2021,365,Los Angeles,Investor,General,4060 WHITTIER BOULEVARD,LOS ANGELES,90023,PIPELINE HEALTH,2305,0,0,0,16,0,4391773,5209361,19130367,37929368,0,1191090,2079853,0,1009034,68012928
106320859,EASTERN PLUMAS HEALTH CARE,7/1/2021,6/30/2022,365,Plumas,District,General,500 FIRST AVE,PORTOLA,96122,EASTERN PLUMAS HEALTH CARE,121,0,0,0,46,0,11820208,759679,9171659,8494961,9408,4040725,198475,0,404272,39921243
106014233,EDEN MEDICAL CENTER,1/1/2021,12/31/2021,365,Alameda,Non-Profit,General,20103 LAKE CHABOT ROAD,CASTRO VALLEY,94546,SUTTER HEALTH,8365,0,0,0,0,0,65806932,26885618,35086045,60633515,34030,19182163,150733965,0,484707,339848567
106331168,EISENHOWER MEDICAL CENTER,7/1/2021,6/30/2022,365,Riverside,Non-Profit,General,39000 BOB HOPE DRIVE,RANCHO MIRAGE,92270,EISENHOWER MEDICAL CENTER,22248,0,0,0,0,0,431903620,146985272,11004708,86296613,0,35995329,297542929,90,8321825,1205005818
106430763,EL CAMINO HEALTH,7/1/2021,6/30/2022,365,Santa Clara,Non-Profit,General,2500 GRANT ROAD,MOUNTAIN VIEW,94040,EL CAMINO HOSPITAL DISTRICT,19933,989,0,449,0,0,264368365,89722924,6664787,24731737,0,30655901,830522301,2317228,24087800,3117600868
106130699,EL CENTRO REGIONAL MEDICAL CENTER,7/1/2021,6/30/2022,365,Imperial,City/County,General,1415 ROSS AVENUE,EL CENTRO,92243,CITY OF EL CENTRO,4622,0,0,0,0,0,53177050,18931363,11336170,50942990,0,10335703,16848131,1,7199612,230555259
106190298,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,250 SO. GRAND AVE,GLENDORA,91741,EMANATE HEALTH,4536,0,0,0,0,0,20577695,29115533,8153582,17450639,0,818432,39525663,0,3427155,152542583
106190636,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,1115 SO. SUNSET AVE,WEST COVINA,91790,EMANATE HEALTH,19150,1302,0,226,256,0,76932161,114092760,77541000,121547634,0,2251377,116344546,0,2040829,724490559
106500867,EMANUEL MEDICAL CENTER,1/1/2021,12/31/2021,365,Stanislaus,Investor,General,825 DELVON AVE.,TURLOCK,95382,"DOCTORS MEDICAL CENTER OF MODESTO, INC.",9048,0,0,0,0,0,61317905,28532450,19856229,69465576,0,7456615,132445687,0,262379,257161617
106190280,ENCINO HOSPITAL MEDICAL CENTER,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,16237 VENTURA BLVD,ENCINO,91436,"PRIME HEALTHCARE SERVICES FOUNDATION, INC.",1330,365,0,180,17,0,21777093,6959306,3211428,11854432,0,5155306,665160,0,3534451,53966497
106154022,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF BAKERSFIELD,1/1/2021,12/31/2021,365,Kern,Investor,Specialty,5001 COMMERCE DRIVE,BAKERSFIELD,93309,ENCOMPASS HEALTH CORPORATION,0,0,0,1709,0,0,24774533,3651919,1852239,3595522,0,3312462,2463591,0,0,30302989
106504079,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODESTO,1/1/2021,12/31/2021,365,Stanislaus,Investor,Specialty,1303 MABLE AVE,MODESTO,95355,ENCOMPASS HEALTH CORPORATION,0,0,0,873,0,0,14839394,1606374,700279,2305215,0,0,3526339,0,230284,6068263
106334678,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIETA,1/1/2021,12/31/2021,365,Riverside,Investor,Specialty,35470 WHITEWOOD ROAD,MURRIETA,92563,ENCOMPASS HEALTH CORPORATION,0,0,0,714,0,0,9909886,897668,1832551,2781183,0,710670,1663151,1,0,24760021
106040962,ENLOE MEDICAL CENTER - ESPLANADE CAMPUS,7/1/2021,6/30/2022,365,Butte,Non-Profit,General,1531 ESPLANADE,CHICO,95926,ENLOE MEDICAL CENTER,17974,500,0,468,0,0,278848222,30218883,49820885,59909160,0,25277731,315956625,25113,10843441,720614974
106474007,FAIRCHILD MEDICAL CENTER,1/1/2021,12/31/2021,365,Siskiyou,Non-Profit,General,444 BRUCE STREET,YREKA,96097,FAIRCHILD MEDICAL CENTER,1330,0,0,0,0,0,45102042,918483,4875961,7330214,0,38330969,0,0,4670550,78178703
106301357,FOOTHILL REGIONAL MEDICAL CENTER,10/1/2020,9/30/2021,365,Orange,Investor,General,14662 NEWPORT AVENUE,TUSTIN,92780-6064,"ALTA HOSPITALS SYSTEM, LLC",3539,0,0,0,14,0,14532882,64237491,7297947,64537878,0,6555039,12291864,0,225685,46506742
106301175,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MC - EUCLID,1/1/2021,12/31/2021,365,Orange,Investor,General,17100 EUCLID ST.,FOUNTAIN VALLEY,92708,TENET HEALTHCARE CORPORATION,14532,0,0,0,0,0,52698561,56045903,35218152,200977481,65207,2923246,40578214,0,959344,577975083
106014034,FREMONT HOSPITAL,1/1/2021,12/31/2021,365,Alameda,Investor,Psychiatric,39001 SUNDALE DRIVE,FREMONT,94538,"UHS OF DELAWARE, INC.",0,5162,0,0,0,0,5809305,3758698,9836532,0,13166468,3847988,26703813,0,184755,189861511
106400480,FRENCH HOSPITAL MEDICAL CENTER - SAN LUIS OBISPO,7/1/2021,6/30/2022,365,San Luis Obispo,Non-Profit,General,1911 JOHNSON AVENUE,SAN LUIS OBISPO,93401,DIGNITY HEALTH,4893,0,0,0,0,0,59257766,13982137,2522233,10192211,0,5564805,107216538,380566,625765,149569529
106104047,FRESNO SURGICAL HOSPITAL,1/1/2021,12/31/2021,365,Fresno,Investor,Specialty,6125 NORTH FRESNO STREET,FRESNO,93710,FSC HOSPITAL,1099,0,0,0,0,0,35107692,10570456,101074,1811012,0,4957627,39080246,0,446933,171971332
106301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,1/1/2021,12/31/2021,365,Orange,Investor,General,12601 GARDEN GROVE BLVD,GARDEN GROVE,92843,"PRIME HEALTHCARE SERVICES, INC.",2955,0,0,0,0,0,19982182,11730373,15060931,20695542,0,4480728,2790444,0,2096306,124573464
106190315,GARFIELD MEDICAL CENTER,7/1/2021,6/30/2022,365,Los Angeles,Investor,General,525 N. GARFIELD AVE,MONTEREY PARK,91754,GARFIELD MEDICAL CENTER,7890,0,0,316,0,0,37906755,62004048,8956963,125760784,0,5260349,51872612,0,9913266,214040529
106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,7/1/2021,6/30/2022,365,Los Angeles,Non-Profit,Psychiatric,1891 EFFIE STREET,LOS ANGELES,90026,GATEWAYS HOSPITAL,0,416,0,0,0,0,0,0,0,0,24001385,9962826,0,0,0,30185875
106270777,GEORGE L. MEE MEMORIAL HOSPITAL,10/1/2020,9/30/2021,365,Monterey,Non-Profit,General,300 CANAL STREET,KING CITY,93930,COUNTY OF SOUTHERN MONTEREY,400,0,0,0,97,0,8580736,135462,10076601,42251063,0,1085551,9805852,0,633334,37830021
106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CTR,7/1/2021,6/30/2022,365,Los Angeles,Non-Profit,General,1429 SOUTH CENTRAL AVENUE,GLENDALE,91204-2594,DIGNITY HEALTH,7342,1225,0,366,0,0,54669292,26318391,19041696,62481758,0,1303554,43835693,1452915,39128,197349509
106420483,GOLETA VALLEY COTTAGE HOSPITAL,1/1/2021,12/31/2021,365,Santa Barbara,Non-Profit,General,351 S. PATTERSON AVENUE,SANTA BARBARA,93111,GOLETA VALLEY COTTAGE HOSPITAL,1219,0,0,0,0,0,25044681,2346946,731755,7705778,0,2499969,65323728,0,771328,221854791
106150775,GOOD SAMARITAN HOSPITAL - BAKERSFIELD,1/1/2021,12/31/2021,365,Kern,Investor,General,901 OLIVE DR.,BAKERSFIELD,93308,ALLIANCE INVESTMENT INC,1613,593,0,0,0,0,2089359,1613012,10676029,7767305,861082,731039,90880,0,-1,10956552
106190392,GOOD SAMARITAN HOSPITAL - LA,10/1/2020,9/30/2021,365,Los Angeles,Non-Profit,General,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,"PIH HEALTH, INC.",12465,0,0,587,0,0,93856654,67261166,62879210,63223810,0,12199710,93356160,2947873,1257766,576121358
106430779,GOOD SAMARITAN HOSPITAL - SAN JOSE,1/1/2021,12/31/2021,365,Santa Clara,Investor,General,2425 SAMARITAN DRIVE,SAN JOSE,95124,"HCA HEALTHCARE, INC.",13419,635,0,337,0,0,150407193,46138331,16971156,20365056,0,40850517,358707750,904781,172531,989670172
106190352,GREATER EL MONTE COMMUNITY HOSPITAL,7/1/2021,6/30/2022,365,Los Angeles,Investor,General,1701 SANTA ANITA AVENUE,SOUTH ELMONTE,91733,GREATER EL MONTE COMMUNITY HOSPITAL,2173,0,0,0,13,0,9140673,8407637,11421462,32196657,0,482212,5866147,0,1757566,56044961
106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,7/1/2021,6/30/2022,365,San Benito,District,General,911 SUNSET DRIVE,HOLLISTER,95023,SAN BENITO HEALTH CARE DISTRICT,2321,0,0,0,186,0,31839433,7547858,41159012,11324179,1774,7449191,35412247,381610,1262328,105630455
106490964,HEALDSBURG HOSPITAL,7/1/2021,6/30/2022,365,Sonoma,Non-Profit,General,1375 UNIVERSITY AVENUE,HEALDSBURG,95448,NORCAL HEALTHCONNECT,590,0,0,0,18,0,17559435,3471182,3273556,17393488,0,8357637,2345948,0,-765002,57660335
106331194,HEMET GLOBAL MEDICAL CENTER,1/1/2021,12/31/2021,365,Riverside,Investor,General,1117 E. DEVONSHIRE AVE,HEMET,92543,"PHYSICIANS FOR HEALTHY HOSPITALS, INC.",7362,0,779,0,339,0,31972588,40913548,38752673,37701319,0,3678987,14383792,0,2038798,344826185
106190949,HENRY MAYO NEWHALL HOSPITAL,10/1/2020,9/30/2021,365,Los Angeles,Non-Profit,General,23845 MCBEAN PARKWAY,VALENCIA,91355-2083,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,10277,990,0,241,0,0,51129017,52187993,21943488,17784214,0,10496443,211117876,78875,1353120,629956097
106344021,HERITAGE OAKS HOSPITAL,1/1/2021,12/31/2021,365,Sacramento,Investor,Psychiatric,4250 AUBURN BLVD,SACRAMENTO,95841,"UNIVERSAL HEALTH SERVICES, INC.",0,3753,0,0,0,0,10849156,4426863,14513483,0,0,14405400,5931130,87648,0,168286115
106362041,HI-DESERT MEDICAL CENTER,1/1/2021,12/31/2021,365,San Bernardino,Investor,General,6601 WHITE FEATHER ROAD,JOSHUA TREE,92252,TENET HEALTHCARE CORPORATION,1741,0,0,0,189,0,11307168,10199577,38975237,9627769,0,4939737,10297164,0,54364,60973376
106010846,HIGHLAND HOSPITAL,7/1/2021,6/30/2022,365,Alameda,City/County,General,1411 EAST 31ST STREET,OAKLAND,94602,COUNTY OF ALAMEDA,12310,2655,0,588,118,0,120112662,25980124,106109618,255325614,-2,10336743,82863376,1850951,3439632,795562813
106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,1/1/2021,12/31/2021,365,Orange,Non-Profit,General,ONE HOAG DRIVE,NEWPORT BEACH,92663,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,32519,0,774,610,0,0,287260684,132470260,20433257,56998108,0,36578546,718661503,0,22735168,3973446911
106304460,HOAG ORTHOPEDIC INSTITUTE,1/1/2021,12/31/2021,365,Orange,Investor,Specialty,16250 SAND CANYON AVENUE,IRVINE,92618,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,2011,0,0,0,0,0,38021301,20088624,68210,240811,0,8428866,76419748,0,624586,76368251
106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1/1/2021,12/31/2021,365,Los Angeles,Investor,General,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027-6000,"CHA HOLLYWOOD PRESBYTERIAN MEDICAL CENTER, LP",14104,0,0,412,339,0,63732177,104529203,58887549,155413187,0,2386305,45001600,925493,1074280,589440938
106301209,HUNTINGTON BEACH HOSPITAL,1/1/2021,12/31/2021,365,Orange,Non-Profit,General,17772 BEACH BLVD,HUNTINGTON BEACH,92647,"PRIME HEALTHCARE SERVICES FOUNDATION, INC.",2358,445,0,0,0,0,21057029,7561978,10849220,11806217,0,5453340,4430821,0,93650,103799639
106190400,HUNTINGTON HOSPITAL,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,100 W. CALIFORNIA BOULEVARD,PASADENA,91105-3010,"PASADENA HOSPITAL ASSOCIATION, LTD",23150,901,0,324,0,0,149674515,128738164,39059553,54885659,44595,12372674,295697956,0,2483241,1083567564
106121031,JEROLD PHELPS COMMUNITY HOSPITAL,7/1/2021,6/30/2022,365,Humboldt,District,General,733 CEDAR STREET,GARBERVILLE,95542,SOUTHERN HUMBOLDT COMMUNITY HEALTHCARE DISTRICT,59,0,0,0,16,0,6429805,289352,602873,2909199,0,1077713,153502,46113,132063,22746530
106380842,JEWISH HOME,7/1/2021,6/30/2022,365,San Francisco,Non-Profit,Psychiatric,302 SILVER AVENUE,SAN FRANCISCO,94112,HEBREW HOME FOR THE AGED,0,198,0,0,986,0,21251193,9253804,49515641,0,0,0,0,0,156423,277497519
106220733,JOHN C. FREMONT HEALTHCARE DISTRICT,7/1/2021,6/30/2022,365,Mariposa,District,General,5189 HOSPITAL ROAD,MARIPOSA,95338,JOHN C. FREMONT DISTRICT,192,0,0,0,11,0,7163461,213385,2652255,3245293,0,7328941,0,0,355387,17015539
106331216,JOHN F. KENNEDY MEMORIAL HOSPITAL,1/1/2021,12/31/2021,365,Riverside,Investor,General,47-111 MONROE STREET,INDIO,92201-2588,TENET HEALTHCARE CORPORATION,6102,0,0,0,0,0,16906799,26300586,19174203,40941036,430929,1237147,43738659,0,349839,95950106
106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,1/1/2021,12/31/2021,365,Contra Costa,Non-Profit,Psychiatric,2740 GRANT STREET,CONCORD,94520,JOHN MUIR HEALTH,0,2313,476,0,0,0,3342947,1026896,8406381,126848,0,1945752,24875532,0,429009,23329932
106071018,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,1/1/2021,12/31/2021,365,Contra Costa,Non-Profit,General,2540 EAST STREET,CONCORD,94520,JOHN MUIR HEALTH,10674,0,0,0,0,0,172496457,47879330,29970715,121727162,0,907871,130335037,1138622,29538285,369766122
106070988,JOHN MUIR MEDICAL CENTER - WALNUT CREEK,1/1/2021,12/31/2021,365,Contra Costa,Non-Profit,General,1601 YGNACIO VALLEY ROAD,WALNUT CREEK,94598,JOHN MUIR HEALTH,17932,0,0,641,0,0,362661588,67948514,42027583,149717215,0,18519675,428999439,0,13034576,985774707
106196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,9/1/2020,8/31/2021,365,Los Angeles,Non-Profit,Psychiatric,7150 TAMPA AVE,RESEDA,91335,JEWISH HOME FOR THE AGING,0,72,0,0,345,0,4341479,157379,3867526,21818611,0,0,2473263,0,5470807,56859201
106074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,1/1/2021,12/31/2021,365,Contra Costa,Non-Profit,General,451 SAND CREEK ROAD,ANTIOCH,94531,KAISER FOUNDATION HOSPITALS,8407,0,0,0,0,0,10046337,97059834,6191718,37135113,0,8911058,233268120,0,171485,0
106196035,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,1011 BALDWIN PARK BOULEVARD,BALDWIN PARK,91706,KAISER FOUNDATION HOSPITALS,10247,0,0,0,0,0,8888215,141327865,9915791,58128162,0,11568584,380648756,0,253740,0
106196403,KAISER FOUNDATION HOSPITAL - DOWNEY,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,9333 IMPERIAL HIGHWAY,DOWNEY,90242,KAISER FOUNDATION HOSPITALS,15736,0,0,0,0,0,12556392,171912270,18904777,96304448,0,15480238,535234405,0,361913,0
106361223,KAISER FOUNDATION HOSPITAL - FONTANA,1/1/2021,12/31/2021,365,San Bernardino,Non-Profit,General,9961 SIERRA AVENUE,FONTANA,92335,KAISER FOUNDATION HOSPITALS,29254,0,0,0,0,0,30991902,308025997,44462402,170834923,0,56164125,899609464,0,626013,0
106014132,KAISER FOUNDATION HOSPITAL - FREMONT,1/1/2021,12/31/2021,365,Alameda,Non-Profit,General,39400 PASEO PADRE PARKWAY,FREMONT,94538,KAISER FOUNDATION HOSPITALS,4278,278,0,0,0,0,5081461,79542722,2568313,11154179,0,5339419,179493938,0,437898,0
106104062,KAISER FOUNDATION HOSPITAL - FRESNO,1/1/2021,12/31/2021,365,Fresno,Non-Profit,General,7300 N. FRESNO STREET,FRESNO,93720,KAISER FOUNDATION HOSPITALS,8720,0,0,0,0,0,4629348,129750745,3899021,3283706,0,6444482,302427424,0,150042,0
106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,4867 SUNSET BOULEVARD,LOS ANGELES,90027,KAISER FOUNDATION HOSPITALS,19593,3368,0,0,0,0,31732648,368901160,25652374,133961584,0,20240795,775384593,0,244499,0
106394009,KAISER FOUNDATION HOSPITAL - MANTECA,1/1/2021,12/31/2021,365,San Joaquin,Non-Profit,General,1777 W. YOSEMITE AVENUE,MANTECA,95336,KAISER FOUNDATION HOSPITALS,13856,0,0,0,0,0,7127670,111757042,6796018,24586390,0,10439667,473282073,0,583478,0
106334048,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,1/1/2021,12/31/2021,365,Riverside,Non-Profit,General,27300 IRIS AVENUE,MORENO VALLEY,92555,KAISER FOUNDATION HOSPITALS,4914,0,0,0,0,0,3272206,49210886,3755236,31823853,0,6524756,121755124,0,142400,0
106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,1/1/2021,12/31/2021,365,Alameda,Non-Profit,General,275 W. MACARTHUR BOULEVARD,OAKLAND,94611,KAISER FOUNDATION HOSPITALS,20693,0,0,0,0,0,39593233,215750328,32445834,92208327,0,26846517,598278085,0,465803,0
106304409,KAISER FOUNDATION HOSPITAL - ORANGE CO - ANAHEIM,1/1/2021,12/31/2021,365,Orange,Non-Profit,General,3440 E. LA PALMA AVENUE,ANAHEIM,92806,KAISER FOUNDATION HOSPITALS,24377,0,0,0,0,0,6798341,262109895,10653132,107885027,0,15223893,762767286,0,123824,0
106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,13652 CANTARA STREET,PANORAMA CITY,91402,KAISER FOUNDATION HOSPITALS,8062,0,0,0,0,0,9384771,107288150,10008327,52370294,0,10681485,293602025,0,126683,0
106414139,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1/1/2021,12/31/2021,365,San Mateo,Non-Profit,General,1150 VETERANS BOULEVARD,REDWOOD CITY,94063,KAISER FOUNDATION HOSPITALS,7894,0,0,0,0,0,5909634,89481763,4581446,15226212,0,6883306,239722226,0,241036,0
106334025,KAISER FOUNDATION HOSPITAL - RIVERSIDE,1/1/2021,12/31/2021,365,Riverside,Non-Profit,General,10800 MAGNOLIA AVENUE,RIVERSIDE,92503,KAISER FOUNDATION HOSPITALS,9967,0,0,0,0,0,9552342,120457437,7952921,79061090,0,12739887,349802690,0,160132,0
106314024,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1/1/2021,12/31/2021,365,Placer,Non-Profit,General,1600 EUREKA ROAD,ROSEVILLE,95661,KAISER FOUNDATION HOSPITALS,23718,0,0,0,0,0,15558817,269146288,22460256,107740318,0,13893686,776140967,0,776631,0
106340913,KAISER FOUNDATION HOSPITAL - SACRAMENTO,1/1/2021,12/31/2021,365,Sacramento,Non-Profit,General,2025 MORSE AVENUE,SACRAMENTO,95825,KAISER FOUNDATION HOSPITALS,11969,0,0,0,0,0,23707179,217849418,27413880,78316013,0,21530940,381149118,0,386367,0
106370730,KAISER FOUNDATION HOSPITAL - SAN DIEGO,1/1/2021,12/31/2021,365,San Diego,Non-Profit,General,4647 ZION AVENUE,SAN DIEGO,92120,KAISER FOUNDATION HOSPITALS,23820,0,0,0,0,0,17946618,299544451,10827503,103710204,0,14804024,738461462,0,184576,0
106380857,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,1/1/2021,12/31/2021,365,San Francisco,Non-Profit,General,2425 GEARY BOULEVARD,SAN FRANCISCO,94115,KAISER FOUNDATION HOSPITALS,11756,0,0,0,0,0,11649025,228927236,4422622,30782621,0,6452055,437269697,0,229246,0
106431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,1/1/2021,12/31/2021,365,Santa Clara,Non-Profit,General,250 HOSPITAL PARKWAY,SAN JOSE,95119,KAISER FOUNDATION HOSPITALS,10632,0,0,0,0,0,10559083,139687978,6255400,30113903,0,12198336,398253439,0,92953,0
106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,1/1/2021,12/31/2021,365,Alameda,Non-Profit,General,2500 MERCED STREET,SAN LEANDRO,94577,KAISER FOUNDATION HOSPITALS,11426,0,0,0,0,0,10482374,143283582,5790200,47493384,0,9240222,427169076,0,436977,0
106210992,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,1/1/2021,12/31/2021,365,Marin,Non-Profit,General,99 MONTECILLO ROAD,SAN RAFAEL,94903,KAISER FOUNDATION HOSPITALS,3493,0,0,0,0,0,3009499,81822883,1495038,9497257,0,2736419,110321817,0,374409,0
106434153,KAISER FOUNDATION HOSPITAL - SANTA CLARA,1/1/2021,12/31/2021,365,Santa Clara,Non-Profit,General,700 LAWRENCE EXPRESSWAY,SANTA CLARA,95051,KAISER FOUNDATION HOSPITALS,17144,0,0,0,0,0,16511345,241516964,11912040,40137293,0,17348737,728657604,0,101600,0
106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,1/1/2021,12/31/2021,365,Sonoma,Non-Profit,General,401 BICENTENNIAL WAY,SANTA ROSA,95403,KAISER FOUNDATION HOSPITALS,9544,0,0,0,0,0,4909604,126780332,4153927,45956411,0,4186161,201537121,0,86511,0
106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,25825 S. VERMONT AVENUE,HARBOR,90710,KAISER FOUNDATION HOSPITALS,11088,0,0,0,0,0,11883626,137250646,8395829,47726319,0,12305023,336240253,0,147125,0
106342344,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,1/1/2021,12/31/2021,365,Sacramento,Non-Profit,General,6600 BRUCEVILLE ROAD,SACRAMENTO,95823,KAISER FOUNDATION HOSPITALS,14801,0,0,0,0,0,33773760,200565325,36807167,109045829,0,32897726,422621643,0,545338,0
106410806,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1/1/2021,12/31/2021,365,San Mateo,Non-Profit,General,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,KAISER FOUNDATION HOSPITALS,5417,0,0,0,0,0,4415386,89323700,3168932,11452674,0,5611311,167724304,0,57270,0
106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,1/1/2021,12/31/2021,365,Solano,Non-Profit,General,1 QUALITY DRIVE,VACAVILLE,95688,KAISER FOUNDATION HOSPITALS,5799,0,0,0,0,0,8923253,96830187,5546503,16562335,0,10432460,203962596,0,227209,0
106070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1/1/2021,12/31/2021,365,Contra Costa,Non-Profit,General,1425 SOUTH MAIN STREET,WALNUT CREEK,94596,KAISER FOUNDATION HOSPITALS,11837,0,0,0,0,0,7110383,150011775,5139680,24836688,0,11715924,342865249,0,225635,0
